id,title,phase,status,active,sources
2.8,2.8,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
2.9,2.9,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
3.1,3.1,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508191814.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
3.2,3.2,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508191814.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
3.3,3.3,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508191814.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
3.4,3.4,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508191814.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
3.5,3.5,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508191814.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
3.6,3.6,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508191814.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
3.7,3.7,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508191814.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
3.8,3.8,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508191814.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
4.0R,4.0R,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
4.1,4.1,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508191814.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
4.1.1,4.1.1,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
4.1.2,4.1.2,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
4.1.3,4.1.3,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
4.1.3b,4.1.3b,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
4.1.3c,4.1.3c,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
4.1.3d,4.1.3d,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
4.1.4,4.1.4,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
4.1.5,4.1.5,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
4.2,4.2,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508191814.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
4.3,4.3,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508191814.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
4.4,4.4,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508191814.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
4.5,4.5,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508191814.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
5.1,5.1,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508191814.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
5.2,5.2,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508191814.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
5.3,5.3,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508191814.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
6.1,6.1,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
6.2,6.2,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
6.3,6.3,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
6.3.c,6.3.c,R1,complete,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
6.4,6.4,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
6.4.a,6.4.a,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
6.4.b,6.4.b,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
6.4.c,6.4.c,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml
6.5,6.5,R1,pending,False,C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508230651.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260736.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3 - 202508260753.yaml; C:/_Repos/PersistentAssistant/project/plans/project_plan_v3.pre_normalized.yaml
